用户id,年龄,性别,省份,城市,来源渠道,event事件,event path,客户端时间,场景,类型
user13,19,女,海南省,海口市,主动打开,进入app,,2022/11/04 10:01:11,生命周期,其他
user13,19,女,海南省,海口市,主动打开,进入首页,,2022/11/04 10:03:11,聚合页,综合
user13,19,女,海南省,海口市,主动打开,进入列表页,,2022/11/04 10:05:21,聚合页,综合
user13,19,女,海南省,海口市,主动打开,阅读文章,,2022/11/04 10:07:33,正文页,新闻
user13,19,女,海南省,海口市,主动打开,阅读文章,,2022/11/04 10:09:43,正文页,新闻
user13,19,女,海南省,海口市,主动打开,阅读文章,,2022/11/04 10:13:11,正文页,新闻
user13,19,女,海南省,海口市,主动打开,阅读文章,,2022/11/04 10:16:21,正文页,新闻
user13,19,女,海南省,海口市,主动打开,阅读小说 ,,2022/11/04 10:19:18,正文页,新闻
user13,19,女,海南省,海口市,主动打开,阅读小说 ,,2022/11/04 10:22:10,正文页,新闻
user13,19,女,海南省,海口市,主动打开,阅读小说 ,,2022/11/04 10:25:22,正文页,新闻
user13,19,女,海南省,海口市,主动打开,阅读小说 ,,2022/11/04 10:29:12,正文页,新闻
user13,19,女,海南省,海口市,推送打开,阅读小说 ,,2022/11/04 12:11:32,正文页,教育
user13,19,女,海南省,海口市,推送打开,阅读小说 ,,2022/11/04 12:15:24,正文页,教育
user13,19,女,海南省,海口市,推送打开,阅读小说 ,,2022/11/04 12:19:11,正文页,教育
user13,19,女,海南省,海口市,推送打开,阅读文章,,2022/11/04 12:22:25,正文页,教育
user13,19,女,海南省,海口市,推送打开,阅读文章,,2022/11/04 12:27:10,正文页,教育
user13,19,女,海南省,海口市,推送打开,播放视频,,2022/11/04 16:10:20,正文页,财经
user13,19,女,海南省,海口市,推送打开,播放视频,,2022/11/04 16:12:33,正文页,财经
user13,19,女,海南省,海口市,推送打开,播放视频,,2022/11/04 16:16:22,正文页,财经
user13,19,女,海南省,海口市,推送打开,进入列表页,,2022/11/04 16:19:51,聚合页,综合
user13,19,女,海南省,海口市,推送打开,阅读文章,,2022/11/04 16:22:31,正文页,体育
user13,19,女,海南省,海口市,推送打开,观看直播 ,,2022/11/04 16:26:32,正文页,体育
user13,19,女,海南省,海口市,推送打开,阅读文章,,2022/11/04 16:29:24,正文页,体育
user13,19,女,海南省,海口市,推送打开,观看直播 ,,2022/11/04 16:32:41,正文页,体育
user13,19,女,海南省,海口市,主动打开,进入app,,2022/11/05 20:12:43,生命周期,其他
user13,19,女,海南省,海口市,主动打开,进入首页,,2022/11/05 20:13:50,聚合页,综合
user13,19,女,海南省,海口市,主动打开,进入列表页,,2022/11/05 20:17:23,聚合页,综合
user13,19,女,海南省,海口市,主动打开,观看直播,,2022/11/05 20:22:16,正文页,教育
user13,19,女,海南省,海口市,主动打开,进入app,,2022/11/06 07:42:54,生命周期,其他
user13,19,女,海南省,海口市,主动打开,进入首页,,2022/11/06 07:44:22,聚合页,综合
user13,19,女,海南省,海口市,主动打开,进入列表页,,2022/11/06 07:45:16,聚合页,综合
user13,19,女,海南省,海口市,主动打开,阅读小说 ,,2022/11/06 07:48:13,正文页,娱乐
user13,19,女,海南省,海口市,主动打开,阅读文章,,2022/11/06 07:51:14,正文页,娱乐
user13,19,女,海南省,海口市,主动打开,播放视频,,2022/11/06 07:54:31,正文页,娱乐
user13,19,女,海南省,海口市,主动打开,阅读小说 ,,2022/11/06 07:57:06,正文页,娱乐
user13,19,女,海南省,海口市,主动打开,阅读文章,,2022/11/06 07:59:22,正文页,财经
user13,19,女,海南省,海口市,主动打开,阅读文章,,2022/11/06 08:01:34,正文页,教育
user13,19,女,海南省,海口市,主动打开,阅读文章,,2022/11/06 08:03:25,正文页,教育
user13,19,女,海南省,海口市,主动打开,阅读小说 ,,2022/11/06 08:05:36,正文页,教育
user13,19,女,海南省,海口市,主动打开,播放视频,,2022/11/06 08:06:34,正文页,娱乐
user13,19,女,海南省,海口市,主动打开,进入列表页,,2022/11/06 08:09:38,聚合页,综合
user13,19,女,海南省,海口市,主动打开,阅读文章,,2022/11/06 08:11:26,正文页,体育
user13,19,女,海南省,海口市,主动打开,阅读小说 ,,2022/11/06 08:13:40,正文页,体育
user14,18,男,陕西省,宝鸡市,主动打开,进入app,,2022/10/28 18:10:15,生命周期,其他
user14,18,男,陕西省,宝鸡市,主动打开,进入首页,,2022/10/28 18:13:02,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,进入列表页,,2022/10/28 18:17:42,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,观看直播 ,,2022/10/28 18:35:17,正文页,体育
user14,18,男,陕西省,宝鸡市,主动打开,观看直播 ,,2022/10/28 18:37:11,正文页,体育
user14,18,男,陕西省,宝鸡市,主动打开,观看直播 ,,2022/10/28 18:42:08,正文页,体育
user14,18,男,陕西省,宝鸡市,主动打开,进入列表页,,2022/10/28 18:43:09,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,观看直播 ,,2022/10/28 18:44:10,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,观看直播 ,,2022/10/28 18:45:11,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,观看直播 ,,2022/10/28 18:46:37,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,阅读文章,,2022/10/28 18:48:13,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,阅读文章,,2022/10/28 18:49:02,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,进入app,,2022/10/29 02:28:06,生命周期,其他
user14,18,男,陕西省,宝鸡市,主动打开,进入首页,,2022/10/29 02:29:11,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,进入列表页,,2022/10/29 02:31:05,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,播放视频,,2022/10/29 02:32:16,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,阅读文章,,2022/10/29 02:34:01,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,播放视频,,2022/10/29 02:35:18,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,播放视频,,2022/10/29 02:37:19,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,播放视频,,2022/10/29 02:39:25,正文页,新闻
user14,18,男,陕西省,宝鸡市,推送打开,阅读小说 ,,2022/10/29 23:26:26,正文页,体育
user14,18,男,陕西省,宝鸡市,推送打开,阅读文章,,2022/10/29 23:28:27,正文页,体育
user14,18,男,陕西省,宝鸡市,推送打开,阅读文章,,2022/10/29 23:30:02,正文页,体育
user14,18,男,陕西省,宝鸡市,推送打开,进入列表页,,2022/10/29 23:30:28,聚合页,综合
user14,18,男,陕西省,宝鸡市,推送打开,阅读小说 ,,2022/10/29 23:32:29,正文页,财经
user14,18,男,陕西省,宝鸡市,推送打开,观看直播 ,,2022/10/29 23:38:31,正文页,财经
user14,18,男,陕西省,宝鸡市,推送打开,阅读小说 ,,2022/10/29 23:39:21,正文页,财经
user14,18,男,陕西省,宝鸡市,推送打开,观看直播 ,,2022/10/29 23:45:03,正文页,财经
user14,18,男,陕西省,宝鸡市,主动打开,进入app,,2022/10/30 19:43:31,生命周期,其他
user14,18,男,陕西省,宝鸡市,主动打开,进入首页,,2022/10/30 19:44:21,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,进入列表页,,2022/10/30 19:45:32,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,阅读小说 ,,2022/10/30 19:47:41,正文页,体育
user14,18,男,陕西省,宝鸡市,主动打开,进入列表页,,2022/10/30 19:49:06,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,阅读小说 ,,2022/10/30 19:51:35,正文页,娱乐
user14,18,男,陕西省,宝鸡市,主动打开,进入列表页,,2022/10/30 19:53:13,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,阅读小说 ,,2022/10/30 19:55:47,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,进入列表页,,2022/10/30 19:57:02,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,阅读小说 ,,2022/10/30 19:58:39,正文页,财经
user14,18,男,陕西省,宝鸡市,主动打开,进入列表页,,2022/10/30 20:02:15,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,阅读小说 ,,2022/10/30 20:06:01,正文页,教育
user14,18,男,陕西省,宝鸡市,主动打开,进入app,,2022/11/01 19:45:32,生命周期,其他
user14,18,男,陕西省,宝鸡市,主动打开,进入首页,,2022/11/01 19:47:41,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,进入列表页,,2022/11/01 19:49:06,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,阅读小说 ,,2022/11/01 19:51:35,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,观看直播 ,,2022/11/01 19:53:13,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,阅读文章,,2022/11/01 19:55:47,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,进入列表页,,2022/11/01 19:57:02,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,阅读小说 ,,2022/11/01 19:58:39,正文页,财经
user14,18,男,陕西省,宝鸡市,主动打开,阅读文章,,2022/11/01 19:59:15,正文页,财经
user14,18,男,陕西省,宝鸡市,主动打开,阅读文章,,2022/11/01 20:01:01,正文页,财经
user14,18,男,陕西省,宝鸡市,主动打开,进入app,,2022/11/02 19:45:32,生命周期,其他
user14,18,男,陕西省,宝鸡市,主动打开,进入首页,,2022/11/02 19:47:41,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,进入列表页,,2022/11/02 19:49:06,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,播放视频,,2022/11/02 19:51:35,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,阅读文章,,2022/11/02 19:53:13,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,观看直播,,2022/11/02 19:55:47,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,进入列表页,,2022/11/02 19:57:02,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,播放视频,,2022/11/02 19:58:39,正文页,财经
user14,18,男,陕西省,宝鸡市,主动打开,阅读文章,,2022/11/02 19:59:15,正文页,财经
user14,18,男,陕西省,宝鸡市,主动打开,观看直播 ,,2022/11/02 20:01:01,正文页,财经
user14,18,男,陕西省,宝鸡市,主动打开,进入app,,2022/11/04 14:12:02,生命周期,其他
user14,18,男,陕西省,宝鸡市,主动打开,进入首页,,2022/11/04 14:14:11,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,进入列表页,,2022/11/04 14:17:21,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,观看直播,,2022/11/04 14:18:11,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,观看直播,,2022/11/04 14:19:22,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,观看直播,,2022/11/04 14:32:07,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,进入列表页,,2022/11/04 14:34:12,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,播放视频,,2022/11/04 14:36:11,正文页,娱乐
user14,18,男,陕西省,宝鸡市,主动打开,阅读文章,,2022/11/04 14:37:34,正文页,娱乐
user14,18,男,陕西省,宝鸡市,主动打开,播放视频,,2022/11/04 14:39:15,正文页,娱乐
user14,18,男,陕西省,宝鸡市,主动打开,阅读文章,,2022/11/04 14:44:16,正文页,娱乐
user14,18,男,陕西省,宝鸡市,主动打开,进入app,,2022/11/04 16:11:09,生命周期,其他
user14,18,男,陕西省,宝鸡市,主动打开,进入首页,,2022/11/04 16:15:10,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,阅读小说 ,,2022/11/04 16:16:24,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,阅读小说 ,,2022/11/04 16:18:24,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,阅读小说 ,,2022/11/04 16:19:11,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,观看直播,,2022/11/04 16:24:12,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,进入列表页,,2022/11/04 16:27:45,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,播放视频,,2022/11/04 16:33:08,正文页,体育
user14,18,男,陕西省,宝鸡市,推送打开,阅读文章,,2022/11/04 22:13:18,正文页,财经
user14,18,男,陕西省,宝鸡市,推送打开,观看直播 ,,2022/11/04 22:15:22,正文页,财经
user14,18,男,陕西省,宝鸡市,推送打开,阅读文章,,2022/11/04 22:17:20,正文页,财经
user14,18,男,陕西省,宝鸡市,推送打开,观看直播 ,,2022/11/04 22:18:21,正文页,财经
user14,18,男,陕西省,宝鸡市,推送打开,进入列表页,,2022/11/04 22:21:09,聚合页,综合
user14,18,男,陕西省,宝鸡市,推送打开,播放视频,,2022/11/04 22:23:23,正文页,体育
user14,18,男,陕西省,宝鸡市,推送打开,阅读文章,,2022/11/04 22:26:24,正文页,体育
user14,18,男,陕西省,宝鸡市,推送打开,播放视频,,2022/11/04 22:28:33,正文页,体育
user14,18,男,陕西省,宝鸡市,推送打开,阅读文章,,2022/11/04 22:33:11,正文页,体育
user14,18,男,陕西省,宝鸡市,推送打开,阅读文章,,2022/11/04 22:35:27,正文页,体育
user14,18,男,陕西省,宝鸡市,主动打开,进入app,,2022/11/05 23:10:23,生命周期,其他
user14,18,男,陕西省,宝鸡市,主动打开,进入首页,,2022/11/05 23:11:11,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,进入列表页,,2022/11/05 23:12:33,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,播放视频,,2022/11/05 23:13:17,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,播放视频,,2022/11/05 23:16:22,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,进入列表页,,2022/11/05 23:19:11,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,播放视频,,2022/11/05 23:20:43,正文页,体育
user14,18,男,陕西省,宝鸡市,主动打开,进入列表页,,2022/11/05 23:25:10,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,播放视频,,2022/11/05 23:26:13,正文页,教育
user14,18,男,陕西省,宝鸡市,主动打开,播放视频,,2022/11/05 23:27:21,正文页,教育
user14,18,男,陕西省,宝鸡市,主动打开,进入列表页,,2022/11/05 23:29:20,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,播放视频,,2022/11/05 23:30:12,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,播放视频,,2022/11/05 23:35:49,正文页,新闻
user14,18,男,陕西省,宝鸡市,推送打开,进入列表页,,2022/11/06 12:21:06,聚合页,综合
user14,18,男,陕西省,宝鸡市,推送打开,观看直播 ,,2022/11/06 12:23:11,正文页,娱乐
user14,18,男,陕西省,宝鸡市,推送打开,阅读小说 ,,2022/11/06 12:25:42,正文页,娱乐
user14,18,男,陕西省,宝鸡市,推送打开,进入列表页,,2022/11/06 12:27:02,聚合页,综合
user14,18,男,陕西省,宝鸡市,推送打开,阅读文章,,2022/11/06 12:28:10,正文页,财经
user14,18,男,陕西省,宝鸡市,推送打开,阅读文章,,2022/11/06 12:30:21,正文页,财经
user14,18,男,陕西省,宝鸡市,推送打开,阅读文章,,2022/11/06 12:33:43,正文页,教育
user14,18,男,陕西省,宝鸡市,主动打开,进入app,,2022/11/06 14:03:11,生命周期,其他
user14,18,男,陕西省,宝鸡市,主动打开,进入首页,,2022/11/06 14:05:45,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,阅读文章,,2022/11/06 14:07:26,正文页,体育
user14,18,男,陕西省,宝鸡市,主动打开,阅读文章,,2022/11/06 14:09:56,正文页,娱乐
user14,18,男,陕西省,宝鸡市,主动打开,阅读文章,,2022/11/06 14:13:06,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,阅读文章,,2022/11/06 14:16:24,正文页,新闻
user14,18,男,陕西省,宝鸡市,主动打开,进入列表页,,2022/11/06 14:19:56,聚合页,综合
user14,18,男,陕西省,宝鸡市,主动打开,观看直播,,2022/11/06 14:22:56,正文页,教育
user14,18,男,陕西省,宝鸡市,主动打开,观看直播,,2022/11/06 14:28:54,正文页,教育
user14,18,男,陕西省,宝鸡市,主动打开,阅读小说 ,,2022/11/06 14:30:20,正文页,教育
user15,54,男,陕西省,延安市,主动打开,进入app,,2022/10/28 06:26:59,生命周期,其他
user15,54,男,陕西省,延安市,主动打开,进入首页,,2022/10/28 06:31:03,聚合页,综合
user15,54,男,陕西省,延安市,主动打开,阅读文章,,2022/10/28 06:32:14,正文页,体育
user15,54,男,陕西省,延安市,主动打开,阅读文章,,2022/10/28 06:33:17,正文页,体育
user15,54,男,陕西省,延安市,主动打开,阅读文章,,2022/10/28 06:35:13,正文页,体育
user15,54,男,陕西省,延安市,主动打开,进入列表页,,2022/10/28 06:40:34,聚合页,综合
user15,54,男,陕西省,延安市,主动打开,观看直播 ,,2022/10/28 06:42:12,正文页,娱乐
user15,54,男,陕西省,延安市,主动打开,阅读小说 ,,2022/10/28 14:22:12,正文页,娱乐
user15,54,男,陕西省,延安市,推送打开,观看直播,,2022/10/28 14:24:44,正文页,教育
user15,54,男,陕西省,延安市,推送打开,阅读小说 ,,2022/10/28 14:27:45,正文页,教育
user15,54,男,陕西省,延安市,推送打开,阅读小说 ,,2022/10/28 14:32:22,正文页,教育
user15,54,男,陕西省,延安市,推送打开,观看直播,,2022/10/28 14:35:34,正文页,教育
user15,54,男,陕西省,延安市,推送打开,进入列表页,,2022/10/28 14:38:03,聚合页,综合
user15,54,男,陕西省,延安市,推送打开,播放视频,,2022/10/28 14:41:36,正文页,体育
user15,54,男,陕西省,延安市,推送打开,阅读文章,,2022/10/28 14:44:08,正文页,体育
user15,54,男,陕西省,延安市,推送打开,阅读文章,,2022/10/28 14:47:13,正文页,体育
user15,54,男,陕西省,延安市,推送打开,阅读小说 ,,2022/10/28 14:48:24,正文页,体育
user15,54,男,陕西省,延安市,主动打开,进入app,,2022/10/29 13:52:04,生命周期,其他
user15,54,男,陕西省,延安市,主动打开,进入首页,,2022/10/29 13:55:33,聚合页,综合
user15,54,男,陕西省,延安市,主动打开,进入列表页,,2022/10/29 13:57:34,聚合页,综合
user15,54,男,陕西省,延安市,主动打开,观看直播 ,,2022/10/29 13:58:31,正文页,体育
user15,54,男,陕西省,延安市,主动打开,观看直播 ,,2022/10/29 13:59:12,正文页,体育
user15,54,男,陕西省,延安市,主动打开,观看直播 ,,2022/10/29 14:10:12,正文页,体育
user15,54,男,陕西省,延安市,主动打开,进入列表页,,2022/10/29 14:13:17,聚合页,综合
user15,54,男,陕西省,延安市,主动打开,阅读文章,,2022/10/29 14:15:19,正文页,新闻
user15,54,男,陕西省,延安市,主动打开,阅读文章,,2022/10/29 14:19:25,正文页,新闻
user15,54,男,陕西省,延安市,主动打开,阅读文章,,2022/10/29 14:21:20,正文页,新闻
user15,54,男,陕西省,延安市,主动打开,观看直播 ,,2022/10/29 14:23:42,正文页,新闻
user15,54,男,陕西省,延安市,主动打开,观看直播 ,,2022/10/29 14:27:15,正文页,新闻
user15,54,男,陕西省,延安市,主动打开,进入app,,2022/10/30 14:22:30,生命周期,其他
user15,54,男,陕西省,延安市,主动打开,进入首页,,2022/10/30 14:24:33,聚合页,综合
user15,54,男,陕西省,延安市,主动打开,进入列表页,,2022/10/30 14:26:01,聚合页,综合
user15,54,男,陕西省,延安市,主动打开,观看直播 ,,2022/10/30 14:29:25,正文页,体育
user15,54,男,陕西省,延安市,主动打开,阅读小说 ,,2022/10/30 14:32:32,正文页,体育
user15,54,男,陕西省,延安市,主动打开,进入列表页,,2022/10/30 14:36:12,聚合页,综合
user15,54,男,陕西省,延安市,主动打开,阅读文章,,2022/10/30 14:41:44,正文页,娱乐
user15,54,男,陕西省,延安市,主动打开,观看直播 ,,2022/10/30 14:42:45,正文页,娱乐
user15,54,男,陕西省,延安市,主动打开,进入列表页,,2022/10/30 14:44:22,聚合页,综合
user15,54,男,陕西省,延安市,主动打开,阅读文章,,2022/10/30 14:48:34,正文页,新闻
user15,54,男,陕西省,延安市,主动打开,观看直播,,2022/10/30 14:51:03,正文页,新闻
user15,54,男,陕西省,延安市,主动打开,阅读小说 ,,2022/10/30 14:53:36,正文页,新闻
user15,54,男,陕西省,延安市,主动打开,阅读小说 ,,2022/10/30 14:59:11,正文页,新闻
user15,54,男,陕西省,延安市,推送打开,阅读文章,,2022/10/30 18:13:08,正文页,教育
user15,54,男,陕西省,延安市,推送打开,观看直播,,2022/10/30 18:15:00,正文页,教育
user15,54,男,陕西省,延安市,推送打开,阅读文章,,2022/10/30 18:17:15,正文页,教育
user15,54,男,陕西省,延安市,推送打开,阅读文章,,2022/10/30 18:18:02,正文页,教育
user15,54,男,陕西省,延安市,推送打开,阅读文章,,2022/10/30 18:20:42,正文页,教育
user15,54,男,陕西省,延安市,推送打开,阅读文章,,2022/10/30 18:21:07,正文页,教育
user15,54,男,陕西省,延安市,主动打开,进入app,,2022/10/31 21:10:03,生命周期,其他
user15,54,男,陕西省,延安市,主动打开,进入首页,,2022/10/31 21:13:23,聚合页,综合
user15,54,男,陕西省,延安市,主动打开,进入列表页,,2022/10/31 21:18:24,聚合页,综合
user15,54,男,陕西省,延安市,主动打开,阅读小说 ,,2022/10/31 21:20:22,正文页,教育
user15,54,男,陕西省,延安市,主动打开,观看直播 ,,2022/10/31 21:23:25,正文页,教育
user15,54,男,陕西省,延安市,主动打开,观看直播 ,,2022/10/31 21:24:26,正文页,教育
user15,54,男,陕西省,延安市,主动打开,进入列表页,,2022/10/31 21:26:46,聚合页,综合
user15,54,男,陕西省,延安市,主动打开,阅读小说 ,,2022/10/31 21:32:57,正文页,体育
user15,54,男,陕西省,延安市,主动打开,观看直播,,2022/10/31 21:34:26,正文页,体育
user15,54,男,陕西省,延安市,主动打开,阅读小说 ,,2022/10/31 21:35:28,正文页,体育
user15,54,男,陕西省,延安市,主动打开,观看直播,,2022/10/31 21:40:01,正文页,体育
user15,54,男,陕西省,延安市,主动打开,进入列表页,,2022/10/31 21:42:07,聚合页,综合
user15,54,男,陕西省,延安市,主动打开,阅读小说 ,,2022/10/31 21:45:41,正文页,娱乐
user15,54,男,陕西省,延安市,主动打开,观看直播,,2022/10/31 21:47:30,正文页,娱乐
user15,54,男,陕西省,延安市,主动打开,阅读小说 ,,2022/10/31 21:48:33,正文页,娱乐
user15,54,男,陕西省,延安市,主动打开,观看直播,,2022/10/31 21:51:01,正文页,娱乐
user15,54,男,陕西省,延安市,主动打开,进入app,,2022/11/02 14:12:03,生命周期,其他
user15,54,男,陕西省,延安市,主动打开,进入首页,,2022/11/02 14:16:23,聚合页,综合
user15,54,男,陕西省,延安市,主动打开,进入列表页,,2022/11/02 14:18:24,聚合页,综合
user15,54,男,陕西省,延安市,主动打开,播放视频,,2022/11/02 14:22:22,正文页,教育
user15,54,男,陕西省,延安市,主动打开,阅读文章,,2022/11/02 14:23:25,正文页,教育
user15,54,男,陕西省,延安市,主动打开,观看直播,,2022/11/02 14:25:26,正文页,教育
user15,54,男,陕西省,延安市,主动打开,进入列表页,,2022/11/02 14:28:46,聚合页,综合
user15,54,男,陕西省,延安市,主动打开,播放视频,,2022/11/02 14:32:57,正文页,体育
user15,54,男,陕西省,延安市,主动打开,阅读文章,,2022/11/02 14:34:26,正文页,体育
user15,54,男,陕西省,延安市,主动打开,播放视频,,2022/11/02 14:35:28,正文页,体育
user15,54,男,陕西省,延安市,主动打开,阅读文章,,2022/11/02 14:40:01,正文页,体育
user15,54,男,陕西省,延安市,主动打开,进入列表页,,2022/11/02 14:42:07,聚合页,综合
user15,54,男,陕西省,延安市,主动打开,播放视频,,2022/11/02 14:45:41,正文页,娱乐
user15,54,男,陕西省,延安市,主动打开,阅读文章,,2022/11/02 14:47:30,正文页,娱乐
user15,54,男,陕西省,延安市,主动打开,播放视频,,2022/11/02 14:48:33,正文页,娱乐
user15,54,男,陕西省,延安市,主动打开,阅读文章,,2022/11/02 14:51:01,正文页,娱乐
user15,54,男,陕西省,延安市,主动打开,进入列表页,,2022/11/03 05:28:15,聚合页,综合
user15,54,男,陕西省,延安市,主动打开,阅读小说 ,,2022/11/03 05:30:46,正文页,体育
user15,54,男,陕西省,延安市,主动打开,阅读小说 ,,2022/11/03 05:32:01,正文页,体育
user15,54,男,陕西省,延安市,主动打开,进入列表页,,2022/11/03 05:34:47,聚合页,综合
user15,54,男,陕西省,延安市,主动打开,观看直播 ,,2022/11/03 05:35:03,正文页,娱乐
user15,54,男,陕西省,延安市,主动打开,观看直播 ,,2022/11/03 05:37:12,正文页,娱乐
user15,54,男,陕西省,延安市,推送打开,阅读文章,,2022/11/03 06:48:25,正文页,新闻
user15,54,男,陕西省,延安市,推送打开,播放视频,,2022/11/03 06:49:39,正文页,财经
user15,54,男,陕西省,延安市,推送打开,播放视频,,2022/11/03 06:51:40,正文页,财经
user15,54,男,陕西省,延安市,推送打开,进入列表页,,2022/11/03 06:52:12,聚合页,综合
user15,54,男,陕西省,延安市,推送打开,阅读小说 ,,2022/11/03 06:55:23,正文页,教育
user15,54,男,陕西省,延安市,推送打开,阅读小说 ,,2022/11/03 06:59:41,正文页,教育
user15,54,男,陕西省,延安市,推送打开,观看直播,,2022/11/03 09:17:07,正文页,新闻
user15,54,男,陕西省,延安市,推送打开,观看直播 ,,2022/11/03 09:19:23,正文页,体育
user15,54,男,陕西省,延安市,推送打开,观看直播 ,,2022/11/03 09:21:04,正文页,体育
user15,54,男,陕西省,延安市,推送打开,进入列表页,,2022/11/03 09:25:09,聚合页,综合
user15,54,男,陕西省,延安市,推送打开,阅读文章,,2022/11/03 09:28:15,正文页,娱乐
user15,54,男,陕西省,延安市,推送打开,阅读文章,,2022/11/03 09:33:06,正文页,娱乐
user15,54,男,陕西省,延安市,推送打开,阅读小说 ,,2022/11/03 17:26:27,正文页,新闻
user15,54,男,陕西省,延安市,推送打开,进入列表页,,2022/11/03 17:28:35,聚合页,综合
user15,54,男,陕西省,延安市,推送打开,播放视频,,2022/11/03 17:31:12,正文页,体育
user15,54,男,陕西省,延安市,推送打开,播放视频,,2022/11/03 17:32:15,正文页,体育
user15,54,男,陕西省,延安市,推送打开,进入列表页,,2022/11/03 17:34:01,聚合页,综合
user15,54,男,陕西省,延安市,推送打开,阅读小说 ,,2022/11/03 17:37:26,正文页,娱乐
user15,54,男,陕西省,延安市,推送打开,观看直播 ,,2022/11/04 12:15:17,正文页,财经
user15,54,男,陕西省,延安市,推送打开,观看直播 ,,2022/11/04 12:17:11,正文页,财经
user15,54,男,陕西省,延安市,推送打开,观看直播 ,,2022/11/04 12:19:19,正文页,财经
user15,54,男,陕西省,延安市,推送打开,观看直播 ,,2022/11/04 12:23:31,正文页,财经
user15,54,男,陕西省,延安市,推送打开,阅读小说 ,,2022/11/04 12:25:11,正文页,财经
user15,54,男,陕西省,延安市,推送打开,进入列表页,,2022/11/04 12:28:23,聚合页,综合
user15,54,男,陕西省,延安市,推送打开,阅读小说 ,,2022/11/04 12:32:11,正文页,娱乐
user15,54,男,陕西省,延安市,推送打开,阅读小说 ,,2022/11/04 12:35:02,正文页,娱乐
user15,54,男,陕西省,延安市,推送打开,阅读小说 ,,2022/11/04 12:37:36,正文页,娱乐
user15,54,男,陕西省,延安市,主动打开,进入app,,2022/11/04 14:02:36,生命周期,其他
user15,54,男,陕西省,延安市,主动打开,进入首页,,2022/11/04 14:05:11,聚合页,综合
user15,54,男,陕西省,延安市,主动打开,阅读小说 ,,2022/11/04 14:07:21,正文页,财经
user15,54,男,陕西省,延安市,主动打开,阅读文章,,2022/11/04 14:09:31,正文页,财经
